genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Cranial_Capacity,Height,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_etiqueta_num,genero_especie_num
Australopithecus,2.01313161,0,2,2,400.03512,117.68924,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo tardío,0.43129661,2,0,1,1247.76949,155.74838,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Paranthropus,2.03015598,0,1,1,407.32018,109.37067,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,4.45990221,0,1,2,165.76225,101.85493,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,3.50823123,0,0,2,290.11843,120.66573,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,7.30990599,0,0,2,263.84656,89.80457,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo tardío,0.55375635,2,0,1,1101.1204,151.73946,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,1.21362823,0,1,3,819.65294,159.68158,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo tardío,0.79569012,0,1,3,1183.15672,150.22483,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,2.94777188,0,1,2,265.04805,126.69861,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.27450022,1,1,0,202.49963,91.99857,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.66486976,0,0,2,161.31899,115.27549,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.62866451,0,1,3,733.48245,125.23501,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo tardío,0.72941541,0,1,3,1337.78417,170.154,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,4.5497295,0,1,2,375.18344,130.77889,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,4.59521184,0,1,1,310.89857,120.05993,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.59044656,2,0,1,1088.12333,157.55508,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,4.71103905,0,1,1,332.81731,116.61594,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,5.92337682,0,1,1,200.65032,129.92132,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,0.14736824,2,0,1,1157.53176,157.03701,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Paranthropus,2.54592036,0,2,1,625.1294,112.8282,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.63063745,1,3,3,612.20974,153.32452,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,2.78035705,0,1,2,363.18775,123.46408,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Paranthropus,3.15504872,0,1,0,513.06654,108.34658,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.31118635,0,1,3,653.69553,129.16516,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Paranthropus,2.73819567,0,1,0,430.37094,112.13944,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.77057292,0,1,3,749.26821,132.75297,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,4.156466,0,2,1,402.32073,113.35312,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,4.25929453,0,1,2,446.54236,132.33279,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,2.30846138,0,2,2,268.16795,115.48625,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,2.84307194,0,1,3,783.8722,130.91281,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,2.2940749,1,3,3,656.09666,146.35475,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Paranthropus,2.91342827,0,1,1,350.38633,110.86853,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,3.18556663,0,1,2,398.1778,125.92141,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,2.33214633,1,3,3,789.37889,149.16593,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,5.93905864,0,1,1,94.45403,122.22234,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,4.46743106,0,1,1,491.32402,119.47142,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,2.03251656,0,1,3,798.69989,167.14114,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,1.66564128,0,2,2,483.24859,101.84457,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,2.95077347,0,1,3,843.02664,130.77502,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo tardío,0.45295887,0,1,3,1250.96898,163.23848,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.18233508,0,2,1,444.35233,116.68211,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.73170739,0,1,3,1242.56697,159.85748,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,2.26661321,0,1,2,345.91875,125.18363,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo tardío,0.00133397,2,0,1,1102.36498,152.29073,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,2.21007227,0,1,3,816.43371,121.9272,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,3.5105781,0,0,2,151.26194,120.17167,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,7.35439053,0,0,2,169.93926,97.34471,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,2.40918194,0,1,2,419.94257,123.37852,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.63495551,0,0,2,251.21828,117.60837,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,2.19411815,0,1,3,719.41175,162.43976,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo tardío,1.29244193,0,1,3,1039.5023,158.85498,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Paranthropus,2.30348365,0,2,1,615.11697,129.78625,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.02614874,2,0,1,965.29964,150.01263,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homininos,6.12977324,0,1,1,88.49184,114.72493,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,0.44913594,2,0,1,1218.29157,168.41691,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo tardío,0.15027789,0,1,3,1294.97507,175.08471,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.47292538,0,1,1,620.14375,110.10852,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,2.23019626,0,1,3,757.71218,127.70925,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Otros,0.10352587,1,1,0,309.37216,98.13599,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,4.08371289,0,1,1,217.94146,117.81289,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,6.26072806,0,1,1,128.21159,124.69036,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homininos,4.11288717,0,1,2,189.34347,119.41195,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,3.12372879,0,1,3,839.39178,139.05656,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,2.96736317,0,1,3,552.10742,130.03086,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Paranthropus,2.66299883,0,1,0,554.9819,105.44341,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,3.62586926,0,2,1,596.79931,119.88907,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,4.39857993,0,1,2,279.29202,136.78857,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,3.20033825,0,2,1,520.13277,105.1937,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,1.972832,1,3,3,655.72949,147.7879,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,4.15132041,0,2,1,404.00993,117.05794,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,2.81593365,0,1,1,386.43442,101.28127,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.41520074,0,1,1,399.66706,103.24296,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.72176491,0,1,0,343.8734,107.88064,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,5.99290737,0,1,1,299.05063,117.69374,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,1.16125292,0,1,3,1086.38289,143.8653,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo tardío,0.65666481,2,0,1,953.88141,158.80962,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,2.41074238,0,1,3,760.71514,129.33337,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,2.6892875,0,1,2,289.3751,129.66516,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.94596634,0,2,1,362.00416,135.42181,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Paranthropus,1.89076763,0,2,1,535.15535,124.76677,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.71612313,1,3,3,1006.47835,165.367,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.39758212,0,2,1,659.07534,112.20318,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,1.4864655,1,3,3,989.12777,169.46911,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,2.19203481,0,2,2,517.86986,108.41392,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,1.56283532,2,3,3,1159.82433,173.46792,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.92287033,0,1,2,218.58515,123.86246,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Paranthropus,2.9652318,0,1,0,308.48721,116.5193,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.24352475,0,1,3,704.91958,120.61318,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Australopithecus,3.99399039,0,1,1,247.96177,120.392,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.98917316,0,1,3,1268.40901,176.14219,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo tardío,0.80748883,0,1,3,1226.88553,153.844,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Otros,0.24135061,0,2,1,310.61889,139.83896,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,4.31893807,0,1,1,200.3374,117.92911,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,4.02727668,0,1,2,194.26036,117.68316,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homininos,4.07227346,0,1,2,420.98925,107.19613,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo tardío,0.04045512,0,1,3,1222.71323,178.9425,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Australopithecus,2.93194236,0,1,2,442.83426,116.21554,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.42190548,0,2,1,587.85829,107.37975,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,2.16936889,0,2,1,617.78167,120.69808,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Otros,0.09866252,0,2,1,256.19775,124.76213,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Paranthropus,2.88839438,0,1,1,607.31344,102.22516,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo tardío,0.94547575,0,1,3,1241.2078,141.19873,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homininos,7.5608854,0,0,2,83.43854,91.286,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.1199309,2,3,3,1040.62564,166.80525,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.62050183,0,2,1,609.50786,118.34721,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo tardío,0.83304553,2,0,1,1225.50411,161.39349,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,3.88558464,0,0,2,244.50775,110.43331,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,4.56946539,0,1,1,484.16133,116.36922,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,2.40360095,0,2,1,537.6796,110.00185,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.95757393,1,3,3,1187.85179,152.91965,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,2.9778141,0,1,2,466.94939,128.46858,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,6.59030807,0,1,1,126.58995,118.97961,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,3.94173387,0,2,1,483.61471,107.01603,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,2.21167364,0,1,1,458.25279,119.55767,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,3.22086491,0,2,1,684.16014,110.3213,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Paranthropus,3.14158415,0,1,0,484.35395,106.78387,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Paranthropus,2.40710335,0,2,1,572.88189,118.37943,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,0.20007842,2,0,1,1222.92256,167.27651,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,0.82197055,2,0,1,1244.97832,181.533,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,0.76667264,2,3,3,991.16411,163.55893,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.67130853,2,0,1,993.60239,163.08404,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Otros,0.21192951,0,2,1,396.69341,139.6931,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,1.03960276,1,3,3,922.72395,150.57798,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Otros,0.91891423,1,1,0,157.12609,97.31562,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,3.13988572,0,1,3,894.0141,128.88978,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo tardío,0.33887766,0,1,3,1365.09891,173.55629,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo tardío,0.42604971,2,0,1,1201.7195,167.00144,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,1.25344726,0,1,3,752.82144,167.67494,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,1.62807885,0,2,1,515.86629,115.24476,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Otros,0.62052219,0,2,1,325.83286,124.21928,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,2.98861985,0,1,3,753.02866,125.13446,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,4.52883493,0,1,2,216.30167,127.56393,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo tardío,0.99712384,0,1,3,1366.80705,175.50294,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo tardío,0.87990905,2,0,1,1113.46579,156.54826,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Paranthropus,2.30050862,0,1,0,501.88272,119.35108,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,3.95941859,0,0,2,166.99198,117.90895,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Otros,0.87026188,0,2,1,389.04809,120.8455,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Paranthropus,2.92562839,0,1,1,408.15039,114.14535,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,4.11132715,0,1,1,402.60963,129.62267,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,3.83023214,0,0,2,391.86171,117.57529,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo tardío,1.08857756,0,1,3,1045.0598,149.48469,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homininos,5.73458987,0,1,1,221.54981,119.63923,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,1.47467515,2,3,3,1140.36638,163.33822,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,4.2825997,0,1,2,226.23779,126.56434,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Paranthropus,1.63636888,0,2,1,612.33639,123.56352,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Paranthropus,2.0499519,0,2,1,363.24479,123.57676,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,3.00516583,0,1,3,771.68348,137.02387,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo temprano,0.81874581,2,3,3,1036.36348,165.92538,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Paranthropus,3.23727663,0,1,0,384.27073,106.35391,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.75839031,0,1,3,1212.86434,141.86826,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.1926938,0,1,1,286.04789,121.19673,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,3.15817667,0,1,0,381.7638,104.52581,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,0.93087001,2,0,1,1207.49338,177.06678,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Otros,0.72212405,0,2,1,282.86794,121.66316,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo temprano,1.65518461,2,3,3,873.52143,171.00535,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,4.03193072,0,1,2,347.58831,128.48183,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Paranthropus,2.05193696,0,2,1,512.76383,125.93541,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.22114145,2,0,1,1052.17319,159.38215,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo tardío,0.48922802,0,1,3,1215.68489,144.69011,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.95689753,1,3,3,1138.1362,168.44489,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,1.67477186,0,2,2,434.28603,109.86267,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,7.62814994,0,0,2,255.93169,97.20505,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.85774959,0,1,3,820.22099,157.08336,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homininos,6.26032105,0,1,1,87.57567,112.42629,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.59192763,0,1,0,591.42912,109.7955,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,2.21129202,0,1,2,399.13317,119.6804,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,1.33230159,0,1,3,741.05006,167.33357,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,4.03386139,0,1,2,301.70602,138.78968,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,0.81018051,2,0,1,1356.46726,171.00686,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homininos,4.55218383,0,1,2,290.01783,104.97453,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homininos,7.29284167,0,0,2,259.46642,81.6697,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Paranthropus,2.47115201,0,1,0,445.67902,107.13282,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,2.67542162,0,1,3,639.30461,126.64374,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Otros,0.53140324,1,1,0,163.80938,106.68518,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Otros,0.71016729,1,1,0,193.66093,100.31554,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,4.14591659,0,1,2,363.62745,130.88301,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Otros,0.11598818,1,1,0,178.68289,92.06561,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homininos,6.95704217,0,0,2,52.81093,98.26686,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,0.95879667,2,0,1,1253.45745,175.61977,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,2.43591795,0,2,2,340.0974,117.64281,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,3.05157884,0,1,3,742.13694,127.56199,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,2.7644065,0,1,1,612.32629,107.01758,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,4.21334134,0,1,1,292.82586,125.1843,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Otros,0.74438826,0,2,1,473.88811,129.52823,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.95919479,0,1,3,1141.03623,178.41139,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.49603299,0,1,1,379.9601,115.01259,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,4.01048569,0,1,2,358.85935,115.33019,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,1.82597673,1,3,3,686.06994,155.31918,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,4.69968888,0,1,2,197.84471,106.46327,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Australopithecus,3.19033526,0,1,2,376.62286,125.13868,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,2.38478216,1,3,3,831.66964,142.43843,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.08501006,0,1,1,98.86024,120.42767,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,0.30597336,2,0,1,1439.81779,174.22592,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,2.23341868,0,1,3,642.36884,130.8169,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homininos,6.13720212,0,1,1,171.3825,120.20805,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,3.38904439,0,2,1,676.56296,111.86644,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,1.17672264,2,3,3,1032.82209,168.39265,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo tardío,0.63604665,0,1,3,1125.80993,178.08336,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
